----------------------------------------------------------------------------------------------
GENESIS
----------------------------------------------------------------------------------------------

CHAPTER 1
Ge 1:1	In da beginning, God created da heavens n da earth--
Ge 46:27	And da sons of Joey who were born 2 him in Egypt were 2 persons. All da persons of da house of Jake who came 2 Egypt were seventy. 

Ge 46:28	He had sent Judah ahead of him 2 Joey 2 appear b4 him in Goshen. And they came 2 da land of Goshen.
Ge 46:29	Then Joey harnessed his chariot n went up 2 meet Israel his dad in Goshen. He presented himself 2 him n fell on his neck n cried on his neck a long time.
Ge 46:30	Then Israel said 2 Joey, "Now let me die since i’ve seen yo face, 4 u r still alive."
Ge 46:31	Then Joey said 2 his bros n 2 his dad's household, "i’ll go up n report 2 Pharaoh, n i’ll tell him, 'My bros n my dad's household who were in da land of Canaan hav come 2 me.
Ge 46:32	And da men r shepherds, 4 they’re men of livestock, n they hav brought their flocks n their cattle n all dat they hav.'
Ge 46:33	And it’ll be dat when Pharaoh calls u he’ll say, 'Wut is yo occupation?'
Ge 46:34	Then u must say, 'U servants r men of livestock from our childhood until now, both we n also our ancestors,' so dat u may dwell in da land of Goshen, 4 every shepherd is a detestable thang 2 Egyptians." 


CHAPTER 47
Ge 47:1	So Joey went n reported 2 Pharaoh. And he said, "My dad n my bros, w their flocks n their herds, n all dat they hav, hav come from da land of Canaan. Now they’re here in da land of Goshen."
Ge 47:2	And from among his bros he took 5 men n presented them b4 Pharaoh.
Ge 47:3	And Pharaoh said 2 his bros, "Wut is yo occupation?" And they said 2 Pharaoh, "Yo servants r keepers of sheep, both we n also our ancestors."
Ge 47:4	And they said 2 Pharaoh, "We hav come 2 sojourn in da land, 4 there’s no pasture 4 yo servant's flocks, 4 da famine is severe in da land of Canaan. So now, please let yo servants dwell in da land of Goshen."
Ge 47:5	Then Pharaoh said 2 Joey, "Yo dad n yo bros hav come 2 u.
Ge 47:6	Da land of Egypt is b4 u. Settle yo dad n yo bros in da best of da land. Let them live in da land of Goshen, n if u kno there’s among them men of ability, then appoint them overseers of my own livestock."
Ge 47:7	Then Joey brought his dad Jake n presented him b4 Pharaoh. And Jake blessed Pharaoh.
Ge 47:8	Then Pharaoh said 2 Jake, "How old r u?"
Ge 47:9	And Jake said 2 Pharaoh, "Da days of da yrs of my sojourning r 1 hundred n thirty yrs. Few n hard hav been da days of da yrs of my lyf, n they haven't reached da days of da yrs of da lives of my ancestors in da days of their sojourning."
Ge 47:10	And Jake blessed Pharaoh, n he went out from da presence of Pharaoh.
Ge 47:11	And Joey settled his dad n his bros, n he gave them property in da land of Egypt in da best part of da land, in da land of Rameses, as Pharaoh had instructed.
Ge 47:12	And Joey provided his dad n his bros n all da household of his dad w food, accordin’ 2 da numba of their kids. 

Ge 47:13	Now there wuz no food in all da land, 4 da famine wuz severe af. And da land of Egypt languished, w da land of Canaan, on account of da famine.
Ge 47:14	And Joey collected all da money found in da land of Egypt n in da land of Canaan in exchange 4 da grain dat they were buying. And Joey brought da money into da house of Pharaoh.
Ge 47:15	And when da money wuz spent in da land of Egypt n from da land of Canaan, all of Egypt came 2 Joey, sayin’, "Give us food! Y shud we die b4 u? Cuz da money is used up."
Ge 47:16	And Joey said, "Give yo livestock n i’ll give u food in exchange 4 yo livestock if yo money is used up."
Ge 47:17	So they brought their herds 2 Joey, n Joey gave food 2 them in exchange 4 horses, their flocks, n their cattle n donkeys. And he provided them w food in exchange 4 all their livestock dat yr.
Ge 47:18	When dat yr ended, they came 2 him in da following yr n said 2 him, "We can’t hide from my lord dat our money n livestock belong 2 my lord. Nothin’ remains b4 my lord except our bodies n our land.
Ge 47:19	Y shud we die in front of u, both we n our land? Buy us n our land in exchange 4 food, then we n our land gonna be servants 2 Pharaoh. Then give us seed n we will live n not die, n da land won’t become desolate."
Ge 47:20	So Joey bought all da land of Egypt 4 Pharaoh, 4 each Egyptian sold his field, 4 da famine wuz severe on them. And da land became Pharaoh's.
Ge 47:21	As 4 da ppl, he transferred them 2 da cities, from 1 end of da territory of Egypt 2 da other.
Ge 47:22	Only da land of da priests he didn't buy, 4 there wuz an allotment 4 da priests from Pharaoh, n they lived on da allotment dat Pharaoh gave 2 them. So they didn't sell their land.
Ge 47:23	And Joey said 2 da ppl, "Look, i’ve bought u n yo land dis day 4 Pharaoh. Here is seed 4 u so u can sow da land.
Ge 47:24	And it’ll happen dat at da harvest, u must give a 5th 2 Pharaoh n 4-fifths will be urs, as seed 4 da field n 4 yo food n 4 those who r in yo households, n as food 4 yo lil’ ones."
Ge 47:25	And they said, "U hav saved our lives. If we've found favor in da eyes of my lord, we gonna be servants 2 Pharaoh."
Ge 47:26	So Joey made it a statute unto dis day abt da land of Egypt: 1 5th 2 Pharaoh. Only da land of da priests alone didn't belong 2 Pharaoh.
Ge 47:27	So Israel settled in da land of Egypt, in da land of Goshen. And they acquired possessions in it n were fruitful n multiplied greatly.
Ge 47:28	And Jake lived in da land of Egypt 17 yrs. And da days of Jake, da yrs of his lyf, were 1 hundred n forty-7 yrs.
Ge 47:29	When da time of Israel's death drew near, he called 2 his son, 2 Joey. And he said 2 him, "If i’ve found favor in yo eyes, please put yo hand under my thigh, dat u might vow 2 deal kindly n faithfully w me. Please don’t bury me in Egypt,
Ge 47:30	but let me lie w my ancestors. Carry me out of Egypt n bury me in their burial site." And he said, "i’ll do accordin’ 2 yo word."
Ge 47:31	Then he said, "Swear 2 me." And he swore 2 him. Then Israel bowed himself on da head of da bed. 


CHAPTER 48
Ge 48:1	And it happened dat after deez tingz, 'twas said 2 Joey, "Look, yo dad is ill." And he took his 2 sons w him, Ephraim n Manasseh.
Ge 48:2	And 'twas told 2 Jake, "Look, yo son Joey haz come 2 u." Then Israel strengthened himself n he sat up in da bed.
Ge 48:3	Then Jake said 2 Joey, "El-Shaddai appeared 2 me in Luz, in da land of Canaan, n blessed me,
Ge 48:4	n said 2 me, 'Look, i’ll make u fruitful n make u numerous, n will make u a company of nations. And i’ll give dis land 2 yo offspring after u as an everlasting possession.'
Ge 48:5	And now, yo 2 sons who were born 2 u in da land of Egypt b4 my comin’ 2 u in Egypt, r mine. Ephraim n Manasseh will be mine as Reuben n Simeon r.
Ge 48:6	And yo kids whom u dad after them will be urs. By da name of their bros they’ll be called, w respeck 2 their inheritance.
Ge 48:7	As 4 me, when i came 2 Paddan-Aram Rachel died 2 my sadness in da land of Canaan on da wae when there wuz still some distance 2 go 2 Ephrath. And i buried her there on da wey 2 Ephrath (dat’s, Bethlehem)."
Ge 48:8	When Israel saw da sons of Joey he said, "Who r deez?"
Ge 48:9	Then Joey said 2 his dad, "They r my sons whom God haz given me here." And he said, "Please bring them 2 me dat i may bless them."
Ge 48:10	Now da eyes of Israel were dim on account of old age; he wasn’t able 2 c. So he brought them near 2 him, n he kissed them n embraced them.
Ge 48:11	And Israel said 2 Joey, "i didn't expect 2 c yo face n look, God haz also shown me yo offspring."
Ge 48:12	Then Joey removed them from his knees n bowed down w his face 2 da ground.
Ge 48:13	And Joey took da 2 of them, Ephraim at his right 2 da left of Israel, n Manasseh at his left 2 da right of Israel. And he brought them near 2 him.
Ge 48:14	And Israel stretched out his right hand n put it on da head of Ephraim (now he wuz da younger), n his left hand on da head of Manasseh, crossing his hands, 4 Manasseh wuz da firstborn.
Ge 48:15	And he blessed Joey n said, 
 "Da God b4 whom my dads, Abe n Isaac, walked, Da God who shepherded me all my lyf unto dis day,
Ge 48:16	Da angel who redeemed me from all bad, may he bless da bois. And thru them let my name be perpetuated, n da name of my dads, Abe n Isaac. And let them multiply into many in da midst of da earth.

Ge 48:17	When Joey saw dat his dad put his right hand on da head of Ephraim, he wuz displeased. And he took hold of his dad's hand 2 remove it from da head of Ephraim over 2 da head of Manasseh.
Ge 48:18	And Joey said 2 his dad, "Not so, my dad; cuz dis 1 is da firstborn. Put yo right hand on his head."
Ge 48:19	But his dad refused n said, "i kno, my son; i kno. He also will become a ppl, n he also will be great, but his younger bro will be better than him, n his offspring will become a multitude of nations."
Ge 48:20	So he blessed them dat day, sayin’, 
 Thru u Israel will pronounce blessing, sayin’, 'May God make u like Ephraim n like Manasseh.'"
 So he put Ephraim b4 Manasseh.
Ge 48:21	And Israel said 2 Joey, "Look, im 'bout 2 die, but God gonna be w u n will bring u back 2 da land of yo ancestors.
Ge 48:22	And i’ve given 2 u 1 slope of land rather than yo bros, which i took from da hand of da Amorites by my sword n w my bow." 


CHAPTER 49
Ge 49:1	Then Jake called his sons n said, "Gather together so dat i can tell u wut will happen w u in days 2 come. 

Ge 49:2	Assemble n hear, O sons of Jake! Listen 2 Israel yo dad!
Ge 49:3	Reuben, u r my firstborn, my strength, n da firstfruit of my vigor, excelling in rank n excelling in power.
Ge 49:4	Unstable as water, u will not excel any longer, 4 u went up on da bed of yo dad, then defiled it. U went up on my couch!
Ge 49:5	Simeon n Levi r bros; weapons of violence r their swords. Let me not come into their council.
Ge 49:6	Let not my person be joined 2 their company. Cuz in their anger they killed men, n at their pleasure they hamstrung cattle.
Ge 49:7	Cursed be their anger, 4 it’s fierce, n their wrath, 4 it’s cruel. i’ll divide them in Jake, n i’ll scatter them in Israel.
Ge 49:8	Judah, as 4 u, yo bros will praise u. Yo hand will be on da neck of yo enemies. Da sons of yo dad will bow down 2 u.
Ge 49:9	Judah is a lion's cub. From da prey, my son, u hav gone up. He bowed down; he crouched like a lion n as a lioness. Who will rouse him?
Ge 49:10	Da scepter will not depart from Judah, nor da ruler's staff between his feet, until Shiloh comes. And 2 him will be da obedience of nations.
Ge 49:11	Binding his donkey 2 da vine n his donkey's colt 2 da choice vine, he washes his clothing in da wine n his garment in da blood of grapes.
Ge 49:12	Da eyes r darker than wine, n da teeth whiter than milk.
Ge 49:13	Zebulun will settle by da shore of da sea. He will become a haven 4 ships, n his border will be at Sidon.
Ge 49:14	Issachar is a strong donkey, crouching between da sheepfolds.
Ge 49:15	He saw a resting place dat wuz gud, n land dat wuz pleasant. So he bowed his shoulder 2 da burden n became a servant of forced labor.
Ge 49:16	Dan will judge his ppl as 1 of da tribes of Israel.
Ge 49:17	Dan will be a snek on da wae, a snek on da road dat bites da heels of a horse, so dat its rider falls backward.
Ge 49:18	i wait 4 yo salvation, O YHWH.
Ge 49:19	Bandits will attacc Gad, but he’ll attacc their heels.
Ge 49:20	Asher's food is delicious, n he’ll provide from da king's delicacies.
Ge 49:21	Naphtali is a doe running free dat puts forth beautiful words.
Ge 49:22	Joey is da bough of a fruitful vine, a fruitful bough by a spring. His branches climb over da wall.
Ge 49:23	Da archers fiercely attacked him. They shot arrows at him n were hostile 2 him.
Ge 49:24	But his bow remained in a steady position; his arms were made agile by da hands of da Mighty 1 of Jake. From there’s da Shepherd, da Rock of Israel.
Ge 49:25	Cuz of da God of yo dad he’ll help u n by Shaddai he’ll bless u w da blessings of heaven above, blessings of da deep dat crouches beneath, blessings of da breasts n da womb.
Ge 49:26	Da blessings of yo dad r superior 2 da blessings of my ancestors, 2 da bounty of da everlasting hills. May they be on da head of Joey, n on da forehead of da prince of his bros.
Ge 49:27	Ben is a devouring wolf, devouring da prey in da mornin’, n dividing da plunder in da evening.

Ge 49:28	All deez r da 12 tribes of Israel, n dis is wut their dad said 2 them when he blessed them, each accordin’ 2 their blessing.
Ge 49:29	Then he instructed them n said 2 them, "im 'bout 2 be gathered 2 my ppl. Bury me among my ancestors in da cave dat’s in da field of Ephron da Hittite,
Ge 49:30	in da cave dat’s in da field of Machpelah dat’s b4 Mamre in da land of Canaan, which Abe bought w da field from Ephron da Hittite as a burial site.
Ge 49:31	There they buried Abe n Sarah his wife. There they buried Isaac n Rebekah his wife. And there i buried Leah--
Ge 49:32	da purchase of da field n da cave which wuz in it from da Hittites."
Ge 49:33	When Jake finished instructing his sons he drew his feet up 2 da bed. Then he took his last breath n wuz gathered 2 his ppl. 


CHAPTER 50
Ge 50:1	Then Joey fell on da face of his dad n cried on him n kissed him.
Ge 50:2	And Joey instructed his servants da docs 2 embalm his dad. So da docs embalmed Israel.
Ge 50:3	Forty days were required 4 it, 4 so r da days required 4 embalming. And da Egyptians cried 4 him seventy days.
Ge 50:4	When da days of his weepin’ had passed, Joey spoke 2 da household of Pharaoh, sayin’, "If i’ve found favor in yo eyes, please talk in da hearing of Pharaoh, sayin’,
Ge 50:5	'My dad made me swear, sayin’, "Look, im 'bout 2 die. In da tomb dat i’ve hewed out 4 myself in da land of Canaan--there u must bury me." So then, please let me go up n let me bury my dad; then i’ll return.'"
Ge 50:6	Then Pharaoh said, "Go up n bury yo dad as he made u swear."
Ge 50:7	So Joey went up 2 bury his dad. And all da servants of Pharaoh, da elders of his household, n all da elders of da land of Egypt, went up w him,
Ge 50:8	w all da household of Joey, his bros, n da household of his dad. They left only their lil’ kids n their flocks n their herds in da land of Goshen.
Ge 50:9	And there also went up w him chariots n horsemen. Da company wuz great af.
Ge 50:10	When they came 2 da threshing floor of Atad, which wuz beyond da Jordan, they lamented there w a very great n sad wailing. And he made a mourning ceremony 4 his dad 7 days.
Ge 50:11	And when da Canaanites, da ppl of da land, saw da mourning ceremony at da threshing floor of Atad they said, "Dis is a severe mourning 4 da Egyptians." So its name wuz called Abel-Mizraim, which is beyond da Jordan.
Ge 50:12	So his sons did 2 him just like he had instructed them.
